Train Start Time,Station Name,Scheduled Time
07:10:00,Garware College,07:38:08
07:10:00,Nal Stop,07:40:06
07:10:00,Ideal Colony,07:43:04
07:10:00,Anand Nagar,07:44:32
07:10:00,Vanaz,07:47:00
,,
07:20:00,Ramwadi,07:20:00
07:20:00,Kalyani Nagar,07:24:02
07:20:00,Yerwada,07:29:00
07:20:00,Bund Garden,07:31:04
07:20:00,Ruby Hall Clinic,07:33:02
07:20:00,Pune Railway Station,07:35:02
07:20:00,Mangalwar Peth,07:37:08
07:20:00,District Court,07:40:06
07:20:00,PMC,07:42:04
07:20:00,Chatrapati Sambhaji Udyan,07:44:12
07:20:00,Deccan Gymkhana,07:46:40
07:20:00,Garware College,07:48:08
07:20:00,Nal Stop,07:50:06
07:20:00,Ideal Colony,07:53:04
07:20:00,Anand Nagar,07:54:32
07:20:00,Vanaz,07:57:00
,,
07:30:00,Ramwadi,07:30:00
07:30:00,Kalyani Nagar,07:34:02
07:30:00,Yerwada,07:39:00
07:30:00,Bund Garden,07:41:04
07:30:00,Ruby Hall Clinic,07:43:02
07:30:00,Pune Railway Station,07:45:02
07:30:00,Mangalwar Peth,07:47:08
07:30:00,District Court,07:50:06
07:30:00,PMC,07:52:04
07:30:00,Chatrapati Sambhaji Udyan,07:54:12
07:30:00,Deccan Gymkhana,07:56:40
07:30:00,Garware College,07:58:08
07:30:00,Nal Stop,08:00:06
07:30:00,Ideal Colony,08:03:04
07:30:00,Anand Nagar,08:04:32
07:30:00,Vanaz,08:07:00
,,
07:40:00,Ramwadi,07:40:00
07:40:00,Kalyani Nagar,07:44:02
07:40:00,Yerwada,07:49:00
07:40:00,Bund Garden,07:51:04
07:40:00,Ruby Hall Clinic,07:53:02
07:40:00,Pune Railway Station,07:55:02
07:40:00,Mangalwar Peth,07:57:08
07:40:00,District Court,08:00:06
07:40:00,PMC,08:02:04
07:40:00,Chatrapati Sambhaji Udyan,08:04:12
07:40:00,Deccan Gymkhana,08:06:40
07:40:00,Garware College,08:08:08
07:40:00,Nal Stop,08:10:06
07:40:00,Ideal Colony,08:13:04
07:40:00,Anand Nagar,08:14:32
07:40:00,Vanaz,08:17:00
,,
07:50:00,Ramwadi,07:50:00
07:50:00,Kalyani Nagar,07:54:02
07:50:00,Yerwada,07:59:00
07:50:00,Bund Garden,08:01:04
07:50:00,Ruby Hall Clinic,08:03:02
07:50:00,Pune Railway Station,08:05:02
07:50:00,Mangalwar Peth,08:07:08
07:50:00,District Court,08:10:06
07:50:00,PMC,08:12:04
07:50:00,Chatrapati Sambhaji Udyan,08:14:12
07:50:00,Deccan Gymkhana,08:16:40
07:50:00,Garware College,08:18:08
07:50:00,Nal Stop,08:20:06
07:50:00,Ideal Colony,08:23:04
07:50:00,Anand Nagar,08:24:32
07:50:00,Vanaz,08:27:00
,,
08:00:00,Ramwadi,08:00:00
08:00:00,Kalyani Nagar,08:04:02
08:00:00,Yerwada,08:09:00
08:00:00,Bund Garden,08:11:04
08:00:00,Ruby Hall Clinic,08:13:02
08:00:00,Pune Railway Station,08:15:02
08:00:00,Mangalwar Peth,08:17:08
08:00:00,District Court,08:20:06
08:00:00,PMC,08:22:04
08:00:00,Chatrapati Sambhaji Udyan,08:24:12
08:00:00,Deccan Gymkhana,08:26:40
08:00:00,Garware College,08:28:08
08:00:00,Nal Stop,08:30:06
08:00:00,Ideal Colony,08:33:04
08:00:00,Anand Nagar,08:34:32
08:00:00,Vanaz,08:37:00
,,
08:07:00,Ramwadi,08:07:00
08:07:00,Kalyani Nagar,08:11:02
08:07:00,Yerwada,08:16:00
08:07:00,Bund Garden,08:18:04
08:07:00,Ruby Hall Clinic,08:20:02
08:07:00,Pune Railway Station,08:22:02
08:07:00,Mangalwar Peth,08:24:08
08:07:00,District Court,08:27:06
08:07:00,PMC,08:29:04
08:07:00,Chatrapati Sambhaji Udyan,08:31:12
08:07:00,Deccan Gymkhana,08:33:40
08:07:00,Garware College,08:35:08
08:07:00,Nal Stop,08:37:06
08:07:00,Ideal Colony,08:40:04
08:07:00,Anand Nagar,08:41:32
08:07:00,Vanaz,08:44:00
,,
08:14:00,Ramwadi,08:14:00
08:14:00,Kalyani Nagar,08:18:02
08:14:00,Yerwada,08:23:00
08:14:00,Bund Garden,08:25:04
08:14:00,Ruby Hall Clinic,08:27:02
08:14:00,Pune Railway Station,08:29:02
08:14:00,Mangalwar Peth,08:31:08
08:14:00,District Court,08:34:06
08:14:00,PMC,08:36:04
08:14:00,Chatrapati Sambhaji Udyan,08:38:12
08:14:00,Deccan Gymkhana,08:40:40
08:14:00,Garware College,08:42:08
08:14:00,Nal Stop,08:44:06
08:14:00,Ideal Colony,08:47:04
08:14:00,Anand Nagar,08:48:32
08:14:00,Vanaz,08:51:00
,,
08:21:00,Ramwadi,08:21:00
08:21:00,Kalyani Nagar,08:25:02
08:21:00,Yerwada,08:30:00
08:21:00,Bund Garden,08:32:04
08:21:00,Ruby Hall Clinic,08:34:02
08:21:00,Pune Railway Station,08:36:02
08:21:00,Mangalwar Peth,08:38:08
08:21:00,District Court,08:41:06
08:21:00,PMC,08:43:04
08:21:00,Chatrapati Sambhaji Udyan,08:45:12
08:21:00,Deccan Gymkhana,08:47:40
08:21:00,Garware College,08:49:08
08:21:00,Nal Stop,08:51:06
08:21:00,Ideal Colony,08:54:04
08:21:00,Anand Nagar,08:55:32
08:21:00,Vanaz,08:58:00
,,
08:28:00,Ramwadi,08:28:00
08:28:00,Kalyani Nagar,08:32:02
08:28:00,Yerwada,08:37:00
08:28:00,Bund Garden,08:39:04
08:28:00,Ruby Hall Clinic,08:41:02
08:28:00,Pune Railway Station,08:43:02
08:28:00,Mangalwar Peth,08:45:08
08:28:00,District Court,08:48:06
08:28:00,PMC,08:50:04
08:28:00,Chatrapati Sambhaji Udyan,08:52:12
08:28:00,Deccan Gymkhana,08:54:40
08:28:00,Garware College,08:56:08
08:28:00,Nal Stop,08:58:06
08:28:00,Ideal Colony,09:01:04
08:28:00,Anand Nagar,09:02:32
08:28:00,Vanaz,09:05:00
,,
08:35:00,Ramwadi,08:35:00
08:35:00,Kalyani Nagar,08:39:02
08:35:00,Yerwada,08:44:00
08:35:00,Bund Garden,08:46:04
08:35:00,Ruby Hall Clinic,08:48:02
08:35:00,Pune Railway Station,08:50:02
08:35:00,Mangalwar Peth,08:52:08
08:35:00,District Court,08:55:06
08:35:00,PMC,08:57:04
08:35:00,Chatrapati Sambhaji Udyan,08:59:12
08:35:00,Deccan Gymkhana,09:01:40
08:35:00,Garware College,09:03:08
08:35:00,Nal Stop,09:05:06
08:35:00,Ideal Colony,09:08:04
08:35:00,Anand Nagar,09:09:32
08:35:00,Vanaz,09:12:00
,,
08:42:00,Ramwadi,08:42:00
08:42:00,Kalyani Nagar,08:46:02
08:42:00,Yerwada,08:51:00
08:42:00,Bund Garden,08:53:04
08:42:00,Ruby Hall Clinic,08:55:02
08:42:00,Pune Railway Station,08:57:02
08:42:00,Mangalwar Peth,08:59:08
08:42:00,District Court,09:02:06
08:42:00,PMC,09:04:04
08:42:00,Chatrapati Sambhaji Udyan,09:06:12
08:42:00,Deccan Gymkhana,09:08:40
08:42:00,Garware College,09:10:08
08:42:00,Nal Stop,09:12:06
08:42:00,Ideal Colony,09:15:04
08:42:00,Anand Nagar,09:16:32
08:42:00,Vanaz,09:19:00
,,
08:49:00,Ramwadi,08:49:00
08:49:00,Kalyani Nagar,08:53:02
08:49:00,Yerwada,08:58:00
08:49:00,Bund Garden,09:00:04
08:49:00,Ruby Hall Clinic,09:02:02
08:49:00,Pune Railway Station,09:04:02
08:49:00,Mangalwar Peth,09:06:08
08:49:00,District Court,09:09:06
08:49:00,PMC,09:11:04
08:49:00,Chatrapati Sambhaji Udyan,09:13:12
08:49:00,Deccan Gymkhana,09:15:40
08:49:00,Garware College,09:17:08
08:49:00,Nal Stop,09:19:06
08:49:00,Ideal Colony,09:22:04
08:49:00,Anand Nagar,09:23:32
08:49:00,Vanaz,09:26:00
,,
08:56:00,Ramwadi,08:56:00
08:56:00,Kalyani Nagar,09:00:02
08:56:00,Yerwada,09:05:00
08:56:00,Bund Garden,09:07:04
08:56:00,Ruby Hall Clinic,09:09:02
08:56:00,Pune Railway Station,09:11:02
08:56:00,Mangalwar Peth,09:13:08
08:56:00,District Court,09:16:06
08:56:00,PMC,09:18:04
08:56:00,Chatrapati Sambhaji Udyan,09:20:12
08:56:00,Deccan Gymkhana,09:22:40
08:56:00,Garware College,09:24:08
08:56:00,Nal Stop,09:26:06
08:56:00,Ideal Colony,09:29:04
08:56:00,Anand Nagar,09:30:32
08:56:00,Vanaz,09:33:00
,,
09:03:00,Ramwadi,09:03:00
09:03:00,Kalyani Nagar,09:07:02
09:03:00,Yerwada,09:12:00
09:03:00,Bund Garden,09:14:04
09:03:00,Ruby Hall Clinic,09:16:02
09:03:00,Pune Railway Station,09:18:02
09:03:00,Mangalwar Peth,09:20:08
09:03:00,District Court,09:23:06
09:03:00,PMC,09:25:04
09:03:00,Chatrapati Sambhaji Udyan,09:27:12
09:03:00,Deccan Gymkhana,09:29:40
09:03:00,Garware College,09:31:08
09:03:00,Nal Stop,09:33:06
09:03:00,Ideal Colony,09:36:04
09:03:00,Anand Nagar,09:37:32
09:03:00,Vanaz,09:40:00
,,
09:10:00,Ramwadi,09:10:00
09:10:00,Kalyani Nagar,09:14:02
09:10:00,Yerwada,09:19:00
09:10:00,Bund Garden,09:21:04
09:10:00,Ruby Hall Clinic,09:23:02
09:10:00,Pune Railway Station,09:25:02
09:10:00,Mangalwar Peth,09:27:08
09:10:00,District Court,09:30:06
09:10:00,PMC,09:32:04
09:10:00,Chatrapati Sambhaji Udyan,09:34:12
09:10:00,Deccan Gymkhana,09:36:40
09:10:00,Garware College,09:38:08
09:10:00,Nal Stop,09:40:06
09:10:00,Ideal Colony,09:43:04
09:10:00,Anand Nagar,09:44:32
09:10:00,Vanaz,09:47:00
,,
09:17:00,Ramwadi,09:17:00
09:17:00,Kalyani Nagar,09:21:02
09:17:00,Yerwada,09:26:00
09:17:00,Bund Garden,09:28:04
09:17:00,Ruby Hall Clinic,09:30:02
09:17:00,Pune Railway Station,09:32:02
09:17:00,Mangalwar Peth,09:34:08
09:17:00,District Court,09:37:06
09:17:00,PMC,09:39:04
09:17:00,Chatrapati Sambhaji Udyan,09:41:12
09:17:00,Deccan Gymkhana,09:43:40
09:17:00,Garware College,09:45:08
09:17:00,Nal Stop,09:47:06
09:17:00,Ideal Colony,09:50:04
09:17:00,Anand Nagar,09:51:32
09:17:00,Vanaz,09:54:00
,,
09:24:00,Ramwadi,09:24:00
09:24:00,Kalyani Nagar,09:28:02
09:24:00,Yerwada,09:33:00
09:24:00,Bund Garden,09:35:04
09:24:00,Ruby Hall Clinic,09:37:02
09:24:00,Pune Railway Station,09:39:02
09:24:00,Mangalwar Peth,09:41:08
09:24:00,District Court,09:44:06
09:24:00,PMC,09:46:04
09:24:00,Chatrapati Sambhaji Udyan,09:48:12
09:24:00,Deccan Gymkhana,09:50:40
09:24:00,Garware College,09:52:08
09:24:00,Nal Stop,09:54:06
09:24:00,Ideal Colony,09:57:04
09:24:00,Anand Nagar,09:58:32
09:24:00,Vanaz,10:01:00
,,
09:31:00,Ramwadi,09:31:00
09:31:00,Kalyani Nagar,09:35:02
09:31:00,Yerwada,09:40:00
09:31:00,Bund Garden,09:42:04
09:31:00,Ruby Hall Clinic,09:44:02
09:31:00,Pune Railway Station,09:46:02
09:31:00,Mangalwar Peth,09:48:08
09:31:00,District Court,09:51:06
09:31:00,PMC,09:53:04
09:31:00,Chatrapati Sambhaji Udyan,09:55:12
09:31:00,Deccan Gymkhana,09:57:40
09:31:00,Garware College,09:59:08
09:31:00,Nal Stop,10:01:06
09:31:00,Ideal Colony,10:04:04
09:31:00,Anand Nagar,10:05:32
09:31:00,Vanaz,10:08:00
,,
09:38:00,Ramwadi,09:38:00
09:38:00,Kalyani Nagar,09:42:02
09:38:00,Yerwada,09:47:00
09:38:00,Bund Garden,09:49:04
09:38:00,Ruby Hall Clinic,09:51:02
09:38:00,Pune Railway Station,09:53:02
09:38:00,Mangalwar Peth,09:55:08
09:38:00,District Court,09:58:06
09:38:00,PMC,10:00:04
09:38:00,Chatrapati Sambhaji Udyan,10:02:12
09:38:00,Deccan Gymkhana,10:04:40
09:38:00,Garware College,10:06:08
09:38:00,Nal Stop,10:08:06
09:38:00,Ideal Colony,10:11:04
09:38:00,Anand Nagar,10:12:32
09:38:00,Vanaz,10:15:00
,,
09:45:00,Ramwadi,09:45:00
09:45:00,Kalyani Nagar,09:49:02
09:45:00,Yerwada,09:54:00
09:45:00,Bund Garden,09:56:04
09:45:00,Ruby Hall Clinic,09:58:02
09:45:00,Pune Railway Station,10:00:02
09:45:00,Mangalwar Peth,10:02:08
09:45:00,District Court,10:05:06
09:45:00,PMC,10:07:04
09:45:00,Chatrapati Sambhaji Udyan,10:09:12
09:45:00,Deccan Gymkhana,10:11:40
09:45:00,Garware College,10:13:08
09:45:00,Nal Stop,10:15:06
09:45:00,Ideal Colony,10:18:04
09:45:00,Anand Nagar,10:19:32
09:45:00,Vanaz,10:22:00
,,
09:52:00,Ramwadi,09:52:00
09:52:00,Kalyani Nagar,09:56:02
09:52:00,Yerwada,10:01:00
09:52:00,Bund Garden,10:03:04
09:52:00,Ruby Hall Clinic,10:05:02
09:52:00,Pune Railway Station,10:07:02
09:52:00,Mangalwar Peth,10:09:08
09:52:00,District Court,10:12:06
09:52:00,PMC,10:14:04
09:52:00,Chatrapati Sambhaji Udyan,10:16:12
09:52:00,Deccan Gymkhana,10:18:40
09:52:00,Garware College,10:20:08
09:52:00,Nal Stop,10:22:06
09:52:00,Ideal Colony,10:25:04
09:52:00,Anand Nagar,10:26:32
09:52:00,Vanaz,10:29:00
,,
09:59:00,Ramwadi,09:59:00
09:59:00,Kalyani Nagar,10:03:02
09:59:00,Yerwada,10:08:00
09:59:00,Bund Garden,10:10:04
09:59:00,Ruby Hall Clinic,10:12:02
09:59:00,Pune Railway Station,10:14:02
09:59:00,Mangalwar Peth,10:16:08
09:59:00,District Court,10:19:06
09:59:00,PMC,10:21:04
09:59:00,Chatrapati Sambhaji Udyan,10:23:12
09:59:00,Deccan Gymkhana,10:25:40
09:59:00,Garware College,10:27:08
09:59:00,Nal Stop,10:29:06
09:59:00,Ideal Colony,10:32:04
09:59:00,Anand Nagar,10:33:32
09:59:00,Vanaz,10:36:00
,,
10:06:00,Ramwadi,10:06:00
10:06:00,Kalyani Nagar,10:10:02
10:06:00,Yerwada,10:15:00
10:06:00,Bund Garden,10:17:04
10:06:00,Ruby Hall Clinic,10:19:02
10:06:00,Pune Railway Station,10:21:02
10:06:00,Mangalwar Peth,10:23:08
10:06:00,District Court,10:26:06
10:06:00,PMC,10:28:04
10:06:00,Chatrapati Sambhaji Udyan,10:30:12
10:06:00,Deccan Gymkhana,10:32:40
10:06:00,Garware College,10:34:08
10:06:00,Nal Stop,10:36:06
10:06:00,Ideal Colony,10:39:04
10:06:00,Anand Nagar,10:40:32
10:06:00,Vanaz,10:43:00
,,
10:13:00,Ramwadi,10:13:00
10:13:00,Kalyani Nagar,10:17:02
10:13:00,Yerwada,10:22:00
10:13:00,Bund Garden,10:24:04
10:13:00,Ruby Hall Clinic,10:26:02
10:13:00,Pune Railway Station,10:28:02
10:13:00,Mangalwar Peth,10:30:08
10:13:00,District Court,10:33:06
10:13:00,PMC,10:35:04
10:13:00,Chatrapati Sambhaji Udyan,10:37:12
10:13:00,Deccan Gymkhana,10:39:40
10:13:00,Garware College,10:41:08
10:13:00,Nal Stop,10:43:06
10:13:00,Ideal Colony,10:46:04
10:13:00,Anand Nagar,10:47:32
10:13:00,Vanaz,10:50:00
,,
10:20:00,Ramwadi,10:20:00
10:20:00,Kalyani Nagar,10:24:02
10:20:00,Yerwada,10:29:00
10:20:00,Bund Garden,10:31:04
10:20:00,Ruby Hall Clinic,10:33:02
10:20:00,Pune Railway Station,10:35:02
10:20:00,Mangalwar Peth,10:37:08
10:20:00,District Court,10:40:06
10:20:00,PMC,10:42:04
10:20:00,Chatrapati Sambhaji Udyan,10:44:12
10:20:00,Deccan Gymkhana,10:46:40
10:20:00,Garware College,10:48:08
10:20:00,Nal Stop,10:50:06
10:20:00,Ideal Colony,10:53:04
10:20:00,Anand Nagar,10:54:32
10:20:00,Vanaz,10:57:00
,,
10:27:00,Ramwadi,10:27:00
10:27:00,Kalyani Nagar,10:31:02
10:27:00,Yerwada,10:36:00
10:27:00,Bund Garden,10:38:04
10:27:00,Ruby Hall Clinic,10:40:02
10:27:00,Pune Railway Station,10:42:02
10:27:00,Mangalwar Peth,10:44:08
10:27:00,District Court,10:47:06
10:27:00,PMC,10:49:04
10:27:00,Chatrapati Sambhaji Udyan,10:51:12
10:27:00,Deccan Gymkhana,10:53:40
10:27:00,Garware College,10:55:08
10:27:00,Nal Stop,10:57:06
10:27:00,Ideal Colony,11:00:04
10:27:00,Anand Nagar,11:01:32
10:27:00,Vanaz,11:04:00
,,
10:34:00,Ramwadi,10:34:00
10:34:00,Kalyani Nagar,10:38:02
10:34:00,Yerwada,10:43:00
10:34:00,Bund Garden,10:45:04
10:34:00,Ruby Hall Clinic,10:47:02
10:34:00,Pune Railway Station,10:49:02
10:34:00,Mangalwar Peth,10:51:08
10:34:00,District Court,10:54:06
10:34:00,PMC,10:56:04
10:34:00,Chatrapati Sambhaji Udyan,10:58:12
10:34:00,Deccan Gymkhana,11:00:40
10:34:00,Garware College,11:02:08
10:34:00,Nal Stop,11:04:06
10:34:00,Ideal Colony,11:07:04
10:34:00,Anand Nagar,11:08:32
10:34:00,Vanaz,11:11:00
,,
10:41:00,Ramwadi,10:41:00
10:41:00,Kalyani Nagar,10:45:02
10:41:00,Yerwada,10:50:00
10:41:00,Bund Garden,10:52:04
10:41:00,Ruby Hall Clinic,10:54:02
10:41:00,Pune Railway Station,10:56:02
10:41:00,Mangalwar Peth,10:58:08
10:41:00,District Court,11:01:06
10:41:00,PMC,11:03:04
10:41:00,Chatrapati Sambhaji Udyan,11:05:12
10:41:00,Deccan Gymkhana,11:07:40
10:41:00,Garware College,11:09:08
10:41:00,Nal Stop,11:11:06
10:41:00,Ideal Colony,11:14:04
10:41:00,Anand Nagar,11:15:32
10:41:00,Vanaz,11:18:00
,,
10:48:00,Ramwadi,10:48:00
10:48:00,Kalyani Nagar,10:52:02
10:48:00,Yerwada,10:57:00
10:48:00,Bund Garden,10:59:04
10:48:00,Ruby Hall Clinic,11:01:02
10:48:00,Pune Railway Station,11:03:02
10:48:00,Mangalwar Peth,11:05:08
10:48:00,District Court,11:08:06
10:48:00,PMC,11:10:04
10:48:00,Chatrapati Sambhaji Udyan,11:12:12
10:48:00,Deccan Gymkhana,11:14:40
10:48:00,Garware College,11:16:08
10:48:00,Nal Stop,11:18:06
10:48:00,Ideal Colony,11:21:04
10:48:00,Anand Nagar,11:22:32
10:48:00,Vanaz,11:25:00
,,
10:55:00,Ramwadi,10:55:00
10:55:00,Kalyani Nagar,10:59:02
10:55:00,Yerwada,11:04:00
10:55:00,Bund Garden,11:06:04
10:55:00,Ruby Hall Clinic,11:08:02
10:55:00,Pune Railway Station,11:10:02
10:55:00,Mangalwar Peth,11:12:08
10:55:00,District Court,11:15:06
10:55:00,PMC,11:17:04
10:55:00,Chatrapati Sambhaji Udyan,11:19:12
10:55:00,Deccan Gymkhana,11:21:40
10:55:00,Garware College,11:23:08
10:55:00,Nal Stop,11:25:06
10:55:00,Ideal Colony,11:28:04
10:55:00,Anand Nagar,11:29:32
10:55:00,Vanaz,11:32:00
,,
11:02:00,Ramwadi,11:02:00
11:02:00,Kalyani Nagar,11:06:02
11:02:00,Yerwada,11:11:00
11:02:00,Bund Garden,11:13:04
11:02:00,Ruby Hall Clinic,11:15:02
11:02:00,Pune Railway Station,11:17:02
11:02:00,Mangalwar Peth,11:19:08
11:02:00,District Court,11:22:06
11:02:00,PMC,11:24:04
11:02:00,Chatrapati Sambhaji Udyan,11:26:12
11:02:00,Deccan Gymkhana,11:28:40
11:02:00,Garware College,11:30:08
11:02:00,Nal Stop,11:32:06
11:02:00,Ideal Colony,11:35:04
11:02:00,Anand Nagar,11:36:32
11:02:00,Vanaz,11:39:00
,,
11:12:00,Ramwadi,11:12:00
11:12:00,Kalyani Nagar,11:16:02
11:12:00,Yerwada,11:21:00
11:12:00,Bund Garden,11:23:04
11:12:00,Ruby Hall Clinic,11:25:02
11:12:00,Pune Railway Station,11:27:02
11:12:00,Mangalwar Peth,11:29:08
11:12:00,District Court,11:32:06
11:12:00,PMC,11:34:04
11:12:00,Chatrapati Sambhaji Udyan,11:36:12
11:12:00,Deccan Gymkhana,11:38:40
11:12:00,Garware College,11:40:08
11:12:00,Nal Stop,11:42:06
11:12:00,Ideal Colony,11:45:04
11:12:00,Anand Nagar,11:46:32
11:12:00,Vanaz,11:49:00
,,
11:22:00,Ramwadi,11:22:00
11:22:00,Kalyani Nagar,11:26:02
11:22:00,Yerwada,11:31:00
11:22:00,Bund Garden,11:33:04
11:22:00,Ruby Hall Clinic,11:35:02
11:22:00,Pune Railway Station,11:37:02
11:22:00,Mangalwar Peth,11:39:08
11:22:00,District Court,11:42:06
11:22:00,PMC,11:44:04
11:22:00,Chatrapati Sambhaji Udyan,11:46:12
11:22:00,Deccan Gymkhana,11:48:40
11:22:00,Garware College,11:50:08
11:22:00,Nal Stop,11:52:06
11:22:00,Ideal Colony,11:55:04
11:22:00,Anand Nagar,11:56:32
11:22:00,Vanaz,11:59:00
,,
11:32:00,Ramwadi,11:32:00
11:32:00,Kalyani Nagar,11:36:02
11:32:00,Yerwada,11:41:00
11:32:00,Bund Garden,11:43:04
11:32:00,Ruby Hall Clinic,11:45:02
11:32:00,Pune Railway Station,11:47:02
11:32:00,Mangalwar Peth,11:49:08
11:32:00,District Court,11:52:06
11:32:00,PMC,11:54:04
11:32:00,Chatrapati Sambhaji Udyan,11:56:12
11:32:00,Deccan Gymkhana,11:58:40
11:32:00,Garware College,12:00:08
11:32:00,Nal Stop,12:02:06
11:32:00,Ideal Colony,12:05:04
11:32:00,Anand Nagar,12:06:32
11:32:00,Vanaz,12:09:00
,,
11:42:00,Ramwadi,11:42:00
11:42:00,Kalyani Nagar,11:46:02
11:42:00,Yerwada,11:51:00
11:42:00,Bund Garden,11:53:04
11:42:00,Ruby Hall Clinic,11:55:02
11:42:00,Pune Railway Station,11:57:02
11:42:00,Mangalwar Peth,11:59:08
11:42:00,District Court,12:02:06
11:42:00,PMC,12:04:04
11:42:00,Chatrapati Sambhaji Udyan,12:06:12
11:42:00,Deccan Gymkhana,12:08:40
11:42:00,Garware College,12:10:08
11:42:00,Nal Stop,12:12:06
